"Replicon","Enzymes","Size"
"NZ_CP038991.1 chromosome",1106,2645384
"NZ_CP038992.1 chromosome",149,376662
"NZ_CP038995.1 chromosome",974,2736390
"NZ_CP039020.1 chromosome",1492,3755709
"NZ_CP039022.1 chromosome",1499,4086189
"NZ_CP039025.2 chromosome",1495,3955017
"NZ_CP039031.1 chromosome",1265,3187474
"NZ_CP039032.1 chromosome",926,3162712
"NZ_CP039035.1 chromosome",925,3153564
"NZ_CP039040.1 chromosome",919,3139871
"NZ_CP039046.1 chromosome",881,3189955
"NZ_CP039050.1 chromosome",880,3186162
"NZ_CP039055.1 chromosome",880,3195565
"NZ_CP039060.1 chromosome",877,3196457
"NZ_CP039065.1 chromosome",922,3052624
"NZ_CP039070.1 chromosome",881,3194859
"NZ_CP039076.1 chromosome",880,3194930
"NZ_CP039081.1 chromosome",880,3190249
"NZ_CP039087.1 chromosome",882,3195216
"NZ_CP039092.1 chromosome",880,3194760
"NZ_CP039097.1 chromosome",882,3195023
"NZ_CP039102.1 chromosome",886,3192883
"NZ_CP039107.1 chromosome",879,3195206
"NZ_CP039112.1 chromosome",882,3195235
"NZ_CP039119.2 chromosome",1038,2860423
"NZ_CP039121.1 chromosome",1177,3242936
"NZ_CP039123.1 chromosome",2973,8184045
"NZ_CP039124.1 chromosome",1631,4241484
"NZ_CP039126.1 chromosome",1962,6245307
"NZ_CP039127.1 chromosome",2117,6113136
"NZ_CP039138.1 chromosome",1118,3131618
"NZ_CP039139.1 chromosome",1052,2948887
"NZ_CP039143.1 chromosome",1156,2966072
"NZ_CP039156.1 chromosome",1130,2909934
"NZ_CP039160.1 chromosome",1104,2782298
"NZ_CP039162.1 chromosome",1108,2769144
"NZ_CP039167.1 chromosome",1120,2866643
"NZ_CP039169.1 chromosome",1851,4645545
"NZ_CP039171.1 chromosome",879,3194963
"NZ_CP039176.1 chromosome",881,3194906
"NZ_CP039181.1 chromosome",925,3052649
"NZ_CP039186.1 chromosome",926,3052697
"NZ_CP039190.1 chromosome",928,3062282
"NZ_CP039195.1 chromosome",921,3052624
"NZ_CP039201.1 chromosome",931,3062326
"NZ_CP039204.1 chromosome",919,3126070
"NZ_CP039209.1 chromosome",919,3142986
"NZ_CP039214.1 chromosome",920,3160732
"NZ_CP039219.1 chromosome",890,3317308
"NZ_CP039227.1 chromosome",910,3562064
"NZ_CP039234.1 chromosome",908,3541633
"NZ_CP039240.1 chromosome",916,3575377
"NZ_CP039247.1 chromosome",982,2477061
"NZ_CP039248.1 chromosome",1918,4880615
"NZ_CP039249.1 chromosome",1708,4283956
"NZ_CP039250.1 chromosome",1763,4497392
"NZ_CP039251.1 chromosome",1207,3316770
"NZ_CP039252.1 chromosome",1797,4850867
"NZ_CP039253.1 chromosome",1923,4727363
"NZ_CP039254.1 chromosome",1922,4727363
"NZ_CP039255.1 chromosome",1647,4727871
"NZ_CP039256.1 chromosome",1197,4293951
"NZ_CP039257.1 chromosome",113,357186
"NZ_CP039258.1 chromosome",1182,4306144
"NZ_CP039259.1 chromosome",112,355745
"NZ_CP039261.1 chromosome",740,1904421
"NZ_CP039266.1 chromosome",766,2023061
"NZ_CP039268.1 chromosome",1189,2958290
"NZ_CP039269.1 chromosome",2022,5247580
"NZ_CP039277.1 chromosome",1838,4710675
"NZ_CP039279.1 chromosome",1937,5120962
"NZ_CP039283.1 chromosome",1185,4497709
"NZ_CP039284.1 chromosome",111,360383
"NZ_CP039287.1 chromosome",1643,4049965
"NZ_CP039288.1 chromosome",1012,2912457
"NZ_CP039290.1 chromosome",1709,4170970
"NZ_CP039291.1 chromosome",1490,3909366
"NZ_CP039292.1 chromosome",1148,3600355
"NZ_CP039293.1 chromosome",2460,6879622
"NZ_CP039296.1 chromosome",1113,3238854
"NZ_CP039297.1 chromosome",1587,3947206
"NZ_CP039298.1 chromosome",1903,4742390
"NZ_CP039327.1 chromosome",2006,5018095
"NZ_CP039339.1 chromosome",1372,3658282
"NZ_CP039341.1 chromosome",1501,4049647
"NZ_CP039343.1 chromosome",1500,4044095
"NZ_CP039371.1 chromosome",2315,6495886
"NZ_CP039373.1 chromosome",1151,2789647
"NZ_CP039374.2 chromosome",1983,5327410
"NZ_CP039375.1 chromosome",1090,3094196
"NZ_CP039377.1 chromosome",1454,3790883
"NZ_CP039378.1 chromosome",767,1842476
"NZ_CP039380.1 chromosome",1572,3933292
"NZ_CP039381.1 chromosome",863,2440231
"NZ_CP039382.1 chromosome",1290,3047905
"NZ_CP039383.2 chromosome",1211,3040302
"NZ_CP039388.1 chromosome",1891,4915688
"NZ_CP039403.1 chromosome",1913,4702395
"NZ_CP039404.1 chromosome",1959,4905296
"NZ_CP039424.1 chromosome",1369,3323969
"NZ_CP039432.1 chromosome",2090,4869964
"NZ_CP039434.1 chromosome",1027,2696714
"NZ_CP039435.1 chromosome",1294,3153531
"NZ_CP039436.1 chromosome",1906,4949832
"NZ_CP039437.1 chromosome",1860,4680581
"NZ_CP039441.1 chromosome",1869,4727127
"NZ_CP039443.1 chromosome",1869,4727131
"NZ_CP039445.1 chromosome",1869,4727130
"NZ_CP039447.1 chromosome",296,841635
"NZ_CP039448.1 chromosome",1111,2857169
"NZ_CP039451.1 chromosome",1367,4319537
"NZ_CP039452.1 chromosome",1885,4750456
"NZ_CP039453.1 chromosome",1889,4766619
"NZ_CP039456.1 chromosome",1506,4130958
"NZ_CP039457.1 chromosome",850,2149841
"NZ_CP039459.1 chromosome",702,1923586
"NZ_CP039460.1 chromosome",723,2107276
"NZ_CP039462.1 chromosome",880,2283286
"NZ_CP039463.1 chromosome",1878,4726559
"NZ_CP039465.1 chromosome",1878,4726540
"NZ_CP039467.1 chromosome",1878,4726542
"NZ_CP039469.1 chromosome",1878,4726545
"NZ_CP039471.1 chromosome",1876,4726554
"NZ_CP039473.1 chromosome",1876,4726548
"NZ_CP039476.1 chromosome",1876,4726558
"NZ_CP039477.1 chromosome",1876,4726558
"NZ_CP039478.1 chromosome",1876,4726552
"NZ_CP039480.1 chromosome",1876,4726543
"NZ_CP039482.1 chromosome",1876,4726558
"NZ_CP039484.1 chromosome",1876,4726550
"NZ_CP039486.1 chromosome",1876,4726556
"NZ_CP039487.1 chromosome",1875,4726557
"NZ_CP039489.1 chromosome",1875,4726556
"NZ_CP039491.1 chromosome",1875,4726555
"NZ_CP039493.1 chromosome",1876,4726500
"NZ_CP039496.1 chromosome",1878,4726555
"NZ_CP039498.1 chromosome",1885,4774876
"NZ_CP039499.1 chromosome",1878,4727570
"NZ_CP039500.1 chromosome",1878,4727567
"NZ_CP039502.1 chromosome",1878,4724790
"NZ_CP039503.1 chromosome",1900,4882218
"NZ_CP039509.1 chromosome",1900,4882236
"NZ_CP039516.1 chromosome",1143,2952600
"NZ_CP039517.1 chromosome",225,743312
"NZ_CP039518.1 chromosome",1481,3891074
"NZ_CP039520.1 chromosome",1483,3915428
"NZ_CP039524.1 chromosome",2148,5439115
"NZ_CP039543.1 chromosome",1552,4761435
"NZ_CP039546.1 chromosome",1905,5395646
"NZ_CP039548.1 chromosome",1111,3218315
"NZ_CP039549.1 chromosome",1104,3201501
"NZ_CP039558.1 chromosome",1908,4783087
"NZ_CP039561.1 chromosome",1949,4976848
"NZ_CP039564.1 chromosome",1961,4996602
"NZ_CP039565.1 chromosome",1915,4815188
"NZ_CP039567.1 chromosome",1915,4815492
"NZ_CP039569.1 chromosome",1941,4929627
"NZ_CP039572.1 chromosome",1949,4980665
"NZ_CP039579.1 chromosome",1921,4903154
"NZ_CP039582.1 chromosome",1925,4933557
"NZ_CP039585.1 chromosome",1900,4814945
"NZ_CP039588.1 chromosome",1945,4969530
"NZ_CP039591.1 chromosome",1923,4942800
"NZ_CP039593.1 chromosome",1955,4980483
"NZ_CP039595.1 chromosome",1918,4856638
"NZ_CP039599.1 chromosome",1938,4917230
"NZ_CP039603.1 chromosome",1908,4819943
"NZ_CP039607.1 chromosome",1960,4999790
"NZ_CP039610.1 chromosome",1961,4995830
"NZ_CP039611.1 chromosome",1570,4350713
"NZ_CP039631.3 chromosome",2402,7110596
"NZ_CP039633.1 chromosome",944,2337554
"NZ_CP039634.1 chromosome",1049,2712114
"NZ_CP039635.1 chromosome",346,1162302
"NZ_CP039636.1 chromosome",293,917252
"NZ_CP039637.1 chromosome",314,912147
"NZ_CP039638.1 chromosome",204,583445
"NZ_CP039639.1 chromosome",138,498809
"NZ_CP039642.1 chromosome",194,583836
"NZ_CP039645.1 chromosome",237,682730
"NZ_CP039646.1 chromosome",131,533779
"NZ_CP039647.1 chromosome",258,927212
"NZ_CP039648.1 chromosome",263,855324
"NZ_CP039649.1 chromosome",279,903871
"NZ_CP039650.1 chromosome",1069,2804606
"NZ_CP039690.1 chromosome",2683,7354671
"NZ_CP039691.1 chromosome",1147,2968843
"NZ_CP039692.1 chromosome",516,1489484
"NZ_CP039695.1 chromosome",1499,3668042
"NZ_CP039700.1 chromosome",1188,3336445
"NZ_CP039701.1 chromosome",501,1737956
"NZ_CP039704.1 chromosome",1234,2880809
"NZ_CP039705.1 chromosome",1341,3867296
"NZ_CP039707.1 chromosome",1079,2991176
"NZ_CP039710.1 chromosome",1160,2619280
"NZ_CP039712.1 chromosome",872,2190262
"NZ_CP039713.1 chromosome",1915,4815118
"NZ_CP039716.1 chromosome",1909,4789195
"NZ_CP039719.1 chromosome",1951,4976023
"NZ_CP039721.1 chromosome",2026,5500615
"NZ_CP039727.1 chromosome",2042,5436472
"NZ_CP039729.1 chromosome",983,2736723
"NZ_CP039731.1 chromosome",1647,4359891
"NZ_CP039736.1 chromosome",768,1836816
"NZ_CP039740.1 chromosome",1799,4517519
"NZ_CP039761.1 chromosome",260,818445
"NZ_CP039762.1 chromosome",260,816537
"NZ_CP039763.1 chromosome",260,816525
"NZ_CP039764.1 chromosome",260,816467
"NZ_CP039765.1 chromosome",260,816471
"NZ_CP039766.1 chromosome",260,816561
"NZ_CP039767.1 chromosome",260,816530
"NZ_CP039768.1 chromosome",260,816495
"NZ_CP039769.1 chromosome",260,816389
"NZ_CP039770.1 chromosome",260,816420
"NZ_CP039771.1 chromosome",260,816388
"NZ_CP039772.1 chromosome",260,818560
"NZ_CP039773.1 chromosome",260,816510
"NZ_CP039774.1 chromosome",260,816506
"NZ_CP039775.1 chromosome",260,818669
"NZ_CP039776.1 chromosome",260,816304
"NZ_CP039777.1 chromosome",260,817102
"NZ_CP039778.1 chromosome",260,816551
"NZ_CP039779.1 chromosome",260,816518
"NZ_CP039780.1 chromosome",260,816503
"NZ_CP039781.1 chromosome",260,815686
"NZ_CP039782.1 chromosome",260,816432
"NZ_CP039783.1 chromosome",260,816346
"NZ_CP039784.1 chromosome",260,817191
"NZ_CP039785.1 chromosome",260,816333
"NZ_CP039786.1 chromosome",261,816521
"NZ_CP039787.1 chromosome",260,816522
"NZ_CP039788.1 chromosome",260,816681
"NZ_CP039789.1 chromosome",260,816465
"NZ_CP039790.1 chromosome",260,816424
"NZ_CP039791.1 chromosome",2130,5371847
"NZ_CP039808.1 chromosome",2152,5494793
"NZ_CP039819.1 chromosome",2181,5588118
"NZ_CP039832.1 chromosome",1637,4684096
"NZ_CP039833.1 chromosome",1183,3051700
"NZ_CP039834.1 chromosome",1996,5507715
"NZ_CP039837.1 chromosome",1975,5431628
"NZ_CP039844.1 chromosome",1670,4649193
"NZ_CP039846.1 chromosome",983,2425416
"NZ_CP039849.1 chromosome",824,2280577
"NZ_CP039850.1 chromosome",1902,4411814
"NZ_CP039851.1 chromosome",1857,4332698
"NZ_CP039852.1 chromosome",1466,3811475
"NZ_CP039854.1 chromosome",1911,4817004
"NZ_CP039860.1 chromosome",1962,4997600
"NZ_CP039866.1 chromosome",942,2337585
"NZ_CP039867.1 chromosome",942,2337570
"NZ_CP039868.1 chromosome",881,3194954
"NZ_CP039886.1 chromosome",923,2231882
"NZ_CP039887.1 chromosome",920,2195659
"NZ_CP039888.1 chromosome",1171,2949438
"NZ_CP039889.1 chromosome",770,2301325
"NZ_CP039894.1 chromosome",1150,2840021
"NZ_CP039895.1 chromosome",691,1988318
"NZ_CP039897.1 chromosome",1159,2878862
"NZ_CP039898.1 chromosome",762,2262814
"NZ_CP039903.1 chromosome",1188,3053646
"NZ_CP039904.1 chromosome",745,2154279
"NZ_CP039907.1 chromosome",1187,2953857
"NZ_CP039908.1 chromosome",727,2088590
"NZ_CP039922.1 chromosome",1149,2848410
"NZ_CP039923.1 chromosome",804,2421208
"NZ_CP039928.1 chromosome",1663,4728522
"NZ_CP039929.1 chromosome",1513,4394713
"NZ_CP039930.1 chromosome",1470,3963137
"NZ_CP039934.1 chromosome",1130,3766904
"NZ_CP039935.1 chromosome",1685,4063004
"NZ_CP039936.1 chromosome",2151,5452021
"NZ_CP039939.1 chromosome",2151,5452268
"NZ_CP039942.1 chromosome",2151,5452451
"NZ_CP039945.1 chromosome",2151,5453228
"NZ_CP039948.1 chromosome",2151,5452451
"NZ_CP039951.1 chromosome",2137,5399745
"NZ_CP039954.1 chromosome",2137,5399166
"NZ_CP039957.1 chromosome",2151,5452022
"NZ_CP039960.1 chromosome",2151,5452088
"NZ_CP039963.1 chromosome",245,853955
"NZ_CP039964.1 chromosome",900,2560737
"NZ_CP039988.1 chromosome",2423,6782092
"NZ_CP039990.1 chromosome",2368,6573638
"NZ_CP039992.1 chromosome",1101,2747225
"NZ_CP039993.1 chromosome",1496,3975485
"NZ_CP039997.1 chromosome",278,839600
"NZ_CP039998.1 chromosome",285,877855
"NZ_CP039999.1 chromosome",273,856991
"NZ_CP040000.1 chromosome",280,858111
"NZ_CP040001.1 chromosome",285,893660
"NZ_CP040002.1 chromosome",287,847999
"NZ_CP040003.1 chromosome",309,889964
"NZ_CP040004.1 chromosome",291,782344
"NZ_CP040005.1 chromosome",1044,3097489
"NZ_CP040006.1 chromosome",838,2360133
"NZ_CP040007.1 chromosome",1171,3437242
"NZ_CP040008.1 chromosome",295,842202
"NZ_CP040009.1 chromosome",295,841891
"NZ_CP040010.1 chromosome",285,835009
"NZ_CP040011.1 chromosome",250,705178
"NZ_CP040015.1 chromosome",787,1765444
"NZ_CP040016.1 chromosome",788,1710461
"NZ_CP040017.1 chromosome",2457,7426165
"NZ_CP040018.1 chromosome",2129,5563753
"NZ_CP040020.1 chromosome",1291,3239740
"NZ_CP040021.1 chromosome",1123,2840906
"NZ_CP040022.1 chromosome",195,602384
"NZ_CP040023.1 chromosome",2147,5405359
"NZ_CP040028.1 chromosome",2139,5382657
"NZ_CP040033.1 chromosome",2140,5381963
"NZ_CP040038.1 chromosome",2147,5405706
"NZ_CP040040.1 chromosome",1090,2944648
"NZ_CP040047.1 chromosome",1291,3294487
"NZ_CP040050.1 chromosome",1539,4082961
"NZ_CP040056.1 chromosome",1499,4011931
"NZ_CP040058.1 chromosome",1403,3588860
"NZ_CP040059.1 chromosome",775,1969211
"NZ_CP040067.1 chromosome",1886,4778240
"NZ_CP040077.1 chromosome",1750,4775917
"NZ_CP040078.1 chromosome",1177,3695250
"NZ_CP040079.1 chromosome",18,105350
"NZ_CP040080.1 chromosome",1490,3766238
"NZ_CP040084.1 chromosome",1506,3977630
"NZ_CP040087.1 chromosome",1519,4031418
"NZ_CP040089.1 chromosome",342,973463
"NZ_CP040090.1 chromosome",1898,4707864
"NZ_CP040093.1 chromosome",1177,2984770
"NZ_CP040094.1 chromosome",2334,7887247
"NZ_CP040095.1 chromosome",1647,4226779
"NZ_CP040098.1 chromosome",1168,3365583
"NZ_CP040099.1 chromosome",544,1831942
"NZ_CP040100.1 chromosome",1261,3478693
"NZ_CP040101.1 chromosome",1220,3589443
"NZ_CP040102.1 chromosome",551,1931932
"NZ_CP040103.1 chromosome",1194,3325904
"NZ_CP040104.1 chromosome",531,1781820
"NZ_CP040105.1 chromosome",1495,3824973
"NZ_CP040106.1 chromosome",1900,6064527
"NZ_CP040107.1 chromosome",2005,5518535
"NZ_CP040111.1 chromosome",419,1505922
"NZ_CP040113.1 chromosome",414,1486110
"NZ_CP040114.1 chromosome",417,1512227
"NZ_CP040116.1 chromosome",423,1505693
"NZ_CP040117.1 chromosome",424,1506425
"NZ_CP040120.1 chromosome",419,1511004
"NZ_CP040121.1 chromosome",1077,3384950
"NZ_CP040122.1 chromosome",2154,5444919
"NZ_CP040127.1 chromosome",2426,6539894
"NZ_CP040128.1 chromosome",1760,4718988
"NZ_CP040166.1 chromosome",877,3190472
"NZ_CP040172.1 chromosome",1122,3039067
"NZ_CP040173.1 chromosome",309,1057006
"NZ_CP040174.1 chromosome",1474,3517818
"NZ_CP040182.1 chromosome",2050,5747416
"NZ_CP040183.1 chromosome",2236,5742528
"NZ_CP040229.2 chromosome",1089,2758447
"NZ_CP040230.2 chromosome",1091,2783012
"NZ_CP040231.1 chromosome",795,1898954
"NZ_CP040232.1 chromosome",1118,2876350
"NZ_CP040233.2 chromosome",1098,2801264
"NZ_CP040234.1 chromosome",1822,4569707
"NZ_CP040235.1 chromosome",842,2414672
"NZ_CP040236.1 chromosome",1019,2855454
"NZ_CP040239.1 chromosome",790,1713481
"NZ_CP040243.1 chromosome",942,2326414
"NZ_CP040244.1 chromosome",2778,7646296
"NZ_CP040247.1 chromosome",2372,5301832
"NZ_CP040250.1 chromosome",2333,5101624
"NZ_CP040255.1 chromosome",2344,5254673
"NZ_CP040256.1 chromosome",1911,4681598
"NZ_CP040259.1 chromosome",1569,4143962
"NZ_CP040263.1 chromosome",1987,5191486
"NZ_CP040269.1 chromosome",1884,4736377
"NZ_CP040272.1 chromosome",2295,7828336
"NZ_CP040281.1 chromosome",2238,7495445
"NZ_CP040297.1 chromosome",2096,6765102
"NZ_CP040305.1 chromosome",2012,5539892
"NZ_CP040307.1 chromosome",1998,5496151
"NZ_CP040309.1 chromosome",1985,5401709
"NZ_CP040311.1 chromosome",1975,5381728
"NZ_CP040313.1 chromosome",1986,5396363
"NZ_CP040314.1 chromosome",1991,5460921
"NZ_CP040316.1 chromosome",1994,5449111
"NZ_CP040318.1 chromosome",1930,4908183
"NZ_CP040321.1 chromosome",1922,4923481
"NZ_CP040324.1 chromosome",2164,5901796
"NZ_CP040325.1 chromosome",501,1348030
"NZ_CP040330.1 chromosome",1316,3747116
"NZ_CP040334.1 chromosome",2054,5389366
"NZ_CP040336.1 chromosome",2025,5202942
"NZ_CP040340.1 chromosome",2056,5542157
"NZ_CP040342.1 chromosome",2031,5291741
"NZ_CP040344.1 chromosome",2042,5298275
"NZ_CP040348.1 chromosome",809,2264854
"NZ_CP040349.1 chromosome",2110,5742753
"NZ_CP040350.1 chromosome",2027,5117289
"NZ_CP040351.1 chromosome",2097,5272223
"NZ_CP040354.1 chromosome",2100,5246399
"NZ_CP040363.1 chromosome",2083,5210287
"NZ_CP040367.1 chromosome",1538,3892082
"NZ_CP040368.1 chromosome",989,2805984
"NZ_CP040374.1 chromosome",1156,3198645
"NZ_CP040379.1 chromosome",1827,4619529
"NZ_CP040380.1 chromosome",1830,4615193
"NZ_CP040390.1 chromosome",1998,5305706
"NZ_CP040391.1 chromosome",2156,5441138
"NZ_CP040392.1 chromosome",2148,5656428
"NZ_CP040396.1 chromosome",1579,4475055
"NZ_CP040397.1 chromosome",1900,4759293
"NZ_CP040408.1 chromosome",730,1900145
"NZ_CP040409.1 chromosome",714,1875895
"NZ_CP040412.1 chromosome",739,1904333
"NZ_CP040413.1 chromosome",740,1946134
"NZ_CP040414.1 chromosome",749,2009643
"NZ_CP040415.1 chromosome",720,1864691
"NZ_CP040416.1 chromosome",727,1906822
"NZ_CP040418.1 chromosome",721,1883862
"NZ_CP040419.1 chromosome",748,1977296
"NZ_CP040420.1 chromosome",720,1878426
"NZ_CP040421.1 chromosome",746,2001464
"NZ_CP040422.1 chromosome",760,2043806
"NZ_CP040423.1 chromosome",721,1885610
"NZ_CP040424.1 chromosome",742,1958196
"NZ_CP040425.1 chromosome",1500,4014051
"NZ_CP040428.1 chromosome",2020,5182800
"NZ_CP040429.1 chromosome",1606,4541638
"NZ_CP040430.1 chromosome",1618,4682439
"NZ_CP040431.1 chromosome",1623,4685439
"NZ_CP040432.1 chromosome",1640,5007582
"NZ_CP040433.1 chromosome",1590,4675446
"NZ_CP040434.1 chromosome",1618,4635025
"NZ_CP040435.1 chromosome",1669,4854802
"NZ_CP040436.1 chromosome",1604,4554024
"NZ_CP040437.1 chromosome",1600,4495508
"NZ_CP040438.1 chromosome",1628,4769515
"NZ_CP040439.1 chromosome",1667,5002295
"NZ_CP040440.1 chromosome",1661,4995994
"NZ_CP040441.1 chromosome",1576,4315604
"NZ_CP040442.1 chromosome",1263,3716699
"NZ_CP040443.1 chromosome",1929,5120753
"NZ_CP040449.1 chromosome",1467,3974097
"NZ_CP040451.1 chromosome",1334,3515197
"NZ_CP040456.1 chromosome",1981,5234468
"NZ_CP040458.1 chromosome",1955,4982919
"NZ_CP040461.1 chromosome",1206,3339183
"NZ_CP040463.1 chromosome",820,1685887
"NZ_CP040464.1 chromosome",801,1752184
"NZ_CP040466.1 chromosome",2401,6823997
"NZ_CP040468.1 chromosome",1590,4952323
"NZ_CP040500.1 chromosome",764,1967870
"NZ_CP040505.1 chromosome",770,2230588
"NZ_CP040506.1 chromosome",1707,5662031
"NZ_CP040507.1 chromosome",950,2297844
"NZ_CP040508.1 chromosome",684,1424253
"NZ_CP040509.1 chromosome",679,1398704
"NZ_CP040510.1 chromosome",673,1362092
"NZ_CP040511.1 chromosome",1202,3209933
"NZ_CP040514.1 chromosome",1529,3880448
"NZ_CP040515.1 chromosome",2017,5319903
"NZ_CP040516.1 chromosome",1488,4249586
"NZ_CP040517.1 chromosome",1297,3145891
"NZ_CP040518.1 chromosome",1320,3731576
"NZ_CP040519.1 chromosome",966,2403985
"NZ_CP040520.1 chromosome",983,2532323
"NZ_CP040521.1 chromosome",996,2564229
"NZ_CP040522.1 chromosome",984,2530672
"NZ_CP040523.1 chromosome",981,2457803
"NZ_CP040525.1 chromosome",974,2474411
"NZ_CP040526.1 chromosome",974,2474408
"NZ_CP040527.1 chromosome",1908,4681542
"NZ_CP040528.1 chromosome",1700,4073059
"NZ_CP040530.1 chromosome",1821,6271157
"NZ_CP040531.1 chromosome",1453,4017865
"NZ_CP040532.1 chromosome",901,3162636
"NZ_CP040533.1 chromosome",2131,5390059
"NZ_CP040539.1 chromosome",2131,5388721
"NZ_CP040545.1 chromosome",2134,5408302
"NZ_CP040551.1 chromosome",889,3116035
"NZ_CP040552.1 chromosome",1437,3987244
"NZ_CP040553.1 chromosome",1570,3909276
"NZ_CP040555.1 chromosome",362,1139838
"NZ_CP040557.1 chromosome",974,2386265
"NZ_CP040558.1 chromosome",1351,3735685
"NZ_CP040559.1 chromosome",241,795760
"NZ_CP040560.1 chromosome",1102,2820086
"NZ_CP040562.1 chromosome",1927,4902004
"NZ_CP040564.1 chromosome",1923,4883741
"NZ_CP040566.1 chromosome",1913,4857789
"NZ_CP040568.1 chromosome",1929,4965236
"NZ_CP040570.1 chromosome",1979,5457696
"NZ_CP040572.1 chromosome",1990,5475399
"NZ_CP040575.1 chromosome",1868,4813117
"NZ_CP040576.1 chromosome",970,2804324
"NZ_CP040586.1 chromosome",988,2762250
"NZ_CP040587.1 chromosome",896,2572163
"NZ_CP040590.1 chromosome",896,2573459
"NZ_CP040593.1 chromosome",2121,5350091
"NZ_CP040602.1 chromosome",950,2373486
"NZ_CP040604.1 chromosome",1549,4994377
"NZ_CP040605.1 chromosome",2769,8045912
"NZ_CP040606.1 chromosome",1913,4719369
"NZ_CP040607.1 chromosome",765,1625593
"NZ_CP040608.1 chromosome",791,1681003
"NZ_CP040610.1 chromosome",800,1824459
"NZ_CP040611.1 chromosome",781,1745502
"NZ_CP040612.1 chromosome",779,1662100
"NZ_CP040613.1 chromosome",789,1680823
"NZ_CP040615.1 chromosome",783,1653603
"NZ_CP040617.1 chromosome",789,1688111
"NZ_CP040618.1 chromosome",774,1627779
"NZ_CP040619.1 chromosome",1118,2870494
"NZ_CP040622.1 chromosome",1125,2936830
"NZ_CP040623.1 chromosome",1106,2820181
"NZ_CP040625.1 chromosome",1126,2938218
"NZ_CP040626.1 chromosome",1356,3921278
"NZ_CP040627.1 chromosome",220,770199
"NZ_CP040630.1 chromosome",1625,5522430
"NZ_CP040634.1 chromosome",1394,3622795
"NZ_CP040635.1 chromosome",1169,2999408
"NZ_CP040636.1 chromosome",505,1237165
"NZ_CP040637.1 chromosome",1194,3503953
"NZ_CP040640.1 chromosome",1210,3009322
"NZ_CP040641.1 chromosome",731,2191277
"NZ_CP040643.1 chromosome",1895,4775122
"NZ_CP040644.1 chromosome",1869,4680325
"NZ_CP040646.1 chromosome",1871,4679507
"NZ_CP040648.1 chromosome",1929,4905849
"NZ_CP040651.1 chromosome",1933,4925949
"NZ_CP040656.1 chromosome",1839,6131517
"NZ_CP040657.1 chromosome",2118,5369673
"NZ_CP040660.1 chromosome",2118,5370865
"NZ_CP040663.1 chromosome",1863,4605015
"NZ_CP040664.1 chromosome",1862,4601511
"NZ_CP040665.1 chromosome",1106,2820181
"NZ_CP040667.1 chromosome",1903,4772290
"NZ_CP040668.1 chromosome",1921,4904134
"NZ_CP040671.1 chromosome",1101,2647823
"NZ_CP040672.1 chromosome",1573,3952640
"NZ_CP040676.1 chromosome",1110,2615862
"NZ_CP040677.1 chromosome",1906,4957373
"NZ_CP040684.1 chromosome",2436,6756154
"NZ_CP040686.1 chromosome",1966,5031277
"NZ_CP040687.1 chromosome",1564,5093052
"NZ_CP040688.1 chromosome",1887,4409093
"NZ_CP040689.1 chromosome",1890,4421403
"NZ_CP040690.1 chromosome",1887,4403638
"NZ_CP040691.1 chromosome",1887,4415309
"NZ_CP040692.1 chromosome",1886,4409145
"NZ_CP040693.1 chromosome",1886,4415638
"NZ_CP040694.1 chromosome",1106,2691279
"NZ_CP040695.2 chromosome",1863,4427648
"NZ_CP040700.1 chromosome",1892,4767334
"NZ_CP040706.1 chromosome",957,2702943
"NZ_CP040709.1 chromosome",1532,4084412
"NZ_CP040710.1 chromosome",1635,4723614
"NZ_CP040711.1 chromosome",2142,5446472
"NZ_CP040717.1 chromosome",1626,4604603
"NZ_CP040719.1 chromosome",2229,5257019
"NZ_CP040724.1 chromosome",2162,5433031
"NZ_CP040732.1 chromosome",973,2195430
"NZ_CP040735.1 chromosome",867,1983764
"NZ_CP040736.1 chromosome",950,2558218
"NZ_CP040740.1 chromosome",974,2718395
"NZ_CP040747.1 chromosome",1488,3701797
"NZ_CP040748.1 chromosome",1470,3536142
"NZ_CP040749.1 chromosome",1769,5168958
"NZ_CP040750.1 chromosome",1649,4311036
"NZ_CP040751.1 chromosome",1317,3886744
"NZ_CP040752.1 chromosome",2739,7679243
"NZ_CP040753.1 chromosome",1336,3097372
"NZ_CP040755.1 chromosome",1599,4844971
"NZ_CP040774.1 chromosome",303,997610
"NZ_CP040775.1 chromosome",303,989126
"NZ_CP040776.1 chromosome",310,1076810
"NZ_CP040777.1 chromosome",307,1015635
"NZ_CP040778.1 chromosome",309,1023387
"NZ_CP040779.1 chromosome",309,1071904
"NZ_CP040780.1 chromosome",1053,2941522
"NZ_CP040781.1 chromosome",874,1986507
"NZ_CP040782.1 chromosome",2028,5489489
"NZ_CP040786.1 chromosome",1334,3103693
"NZ_CP040788.1 chromosome",1345,3254008
"NZ_CP040792.1 chromosome",1318,3165486
"NZ_CP040795.1 chromosome",1334,3103717
"NZ_CP040797.1 chromosome",1296,3069018
"NZ_CP040798.1 chromosome",948,2342565
"NZ_CP040801.1 chromosome",1091,2796973
"NZ_CP040804.1 chromosome",859,2242557
"NZ_CP040805.1 chromosome",1810,4576669
"NZ_CP040812.1 chromosome",1504,4353683
"NZ_CP040813.1 chromosome",1212,3475698
"NZ_CP040814.1 chromosome",1270,3035657
