"Replicon","Enzymes","Size"
"NZ_CP051193.1 plasmid",11,53560
"NZ_CP051207.1 plasmid",16,68932
"NZ_CP051209.1 plasmid",49,176422
"NZ_CP051210.1 plasmid",12,63543
"NZ_CP051211.1 plasmid",3,21992
"NZ_CP051212.1 plasmid",0,10328
"NZ_CP051220.1 plasmid",12,107230
"NZ_CP051221.1 plasmid",8,46160
"NZ_CP051223.1 plasmid",2,12565
"NZ_CP051224.1 plasmid",32,143259
"NZ_CP051225.1 plasmid",7,41113
"NZ_CP051226.1 plasmid",9,60732
"NZ_CP051268.1 plasmid",16,93798
"NZ_CP051294.1 plasmid",100,364822
"NZ_CP051295.1 plasmid",463,1907373
"NZ_CP051297.1 plasmid",25,62804
"NZ_CP051308.1 plasmid",26,154276
"NZ_CP051309.1 plasmid",8,48529
"NZ_CP051311.1 plasmid",34,239428
"NZ_CP051312.1 plasmid",14,101468
"NZ_CP051314.1 plasmid",14,102373
"NZ_CP051316.1 plasmid",29,170832
"NZ_CP051318.1 plasmid",18,105973
"NZ_CP051319.1 plasmid",27,170814
"NZ_CP051325.1 plasmid",1,3319
"NZ_CP051326.1 plasmid",0,2470
"NZ_CP051327.1 plasmid",8,58790
"NZ_CP051328.1 plasmid",1,3375
"NZ_CP051330.1 plasmid",2,16747
"NZ_CP051331.1 plasmid",1,4018
"NZ_CP051347.1 plasmid",25,146811
"NZ_CP051348.1 plasmid",0,48581
"NZ_CP051351.1 plasmid",15,109942
"NZ_CP051352.1 plasmid",4,9569
"NZ_CP051354.1 plasmid",15,104600
"NZ_CP051355.1 plasmid",0,10454
"NZ_CP051357.1 plasmid",25,161620
"NZ_CP051359.1 plasmid",34,234536
"NZ_CP051360.1 plasmid",30,167068
"NZ_CP051361.1 plasmid",12,95358
"NZ_CP051362.1 plasmid",0,3848
"NZ_CP051364.1 plasmid",18,107602
"NZ_CP051365.1 plasmid",5,8688
"NZ_CP051367.1 plasmid",10,49582
"NZ_CP051369.1 plasmid",21,136285
"NZ_CP051371.1 plasmid",14,101673
"NZ_CP051373.1 plasmid",19,122954
"NZ_CP051374.1 plasmid",77,194325
"NZ_CP051375.1 plasmid",0,3605
"NZ_CP051376.1 plasmid",0,3829
"NZ_CP051377.1 plasmid",16,94046
"NZ_CP051378.1 plasmid",0,3188
"NZ_CP051379.1 plasmid",35,224721
"NZ_CP051382.1 plasmid",33,235025
"NZ_CP051383.1 plasmid",15,112349
"NZ_CP051385.1 plasmid",22,111658
"NZ_CP051387.1 plasmid",20,131331
"NZ_CP051388.1 plasmid",23,120420
"NZ_CP051390.1 plasmid",6,11037
"NZ_CP051395.1 plasmid",26,155923
"NZ_CP051397.1 plasmid",35,191208
"NZ_CP051399.1 plasmid",2,4198
"NZ_CP051400.1 plasmid",34,183507
"NZ_CP051401.1 plasmid",1,3372
"NZ_CP051403.1 plasmid",20,102040
"NZ_CP051405.1 plasmid",14,99003
"NZ_CP051406.1 plasmid",16,95919
"NZ_CP051411.1 plasmid",18,125574
"NZ_CP051412.1 plasmid",32,232583
"NZ_CP051414.1 plasmid",1,3371
"NZ_CP051415.1 plasmid",1,3319
"NZ_CP051417.1 plasmid",5,10910
"NZ_CP051418.1 plasmid",1,4593
"NZ_CP051419.1 plasmid",1,3372
"NZ_CP051420.1 plasmid",10,83778
"NZ_CP051421.1 plasmid",2,8496
"NZ_CP051422.1 plasmid",0,2096
"NZ_CP051423.1 plasmid",0,2444
"NZ_CP051424.1 plasmid",8,57420
"NZ_CP051426.1 plasmid",33,188725
"NZ_CP051431.1 plasmid",38,217533
"NZ_CP051432.1 plasmid",9,45814
"NZ_CP051433.1 plasmid",13,96595
"NZ_CP051470.1 plasmid",39,124316
"NZ_CP051471.1 plasmid",41,114174
"NZ_CP051472.1 plasmid",26,106879
"NZ_CP051473.1 plasmid",17,152929
"NZ_CP051475.1 plasmid",0,8731
"NZ_CP051476.1 plasmid",0,6974
"NZ_CP051485.1 plasmid",2,11203
"NZ_CP051489.1 plasmid",14,157340
"NZ_CP051491.1 plasmid",42,222864
"NZ_CP051492.1 plasmid",39,225763
"NZ_CP051517.1 plasmid",49,142975
"NZ_CP051519.1 plasmid",11,51649
"NZ_CP051520.1 plasmid",8,33285
"NZ_CP051521.1 plasmid",18,75108
"NZ_CP051530.1 plasmid",26,194145
"NZ_CP051531.1 plasmid",13,86727
"NZ_CP051532.1 plasmid",8,56972
"NZ_CP051543.1 plasmid",34,119507
"NZ_CP051544.1 plasmid",8,43005
"NZ_CP051545.1 plasmid",0,6587
"NZ_CP051549.1 plasmid",17,104972
"NZ_CP051610.1 plasmid",24,113351
"NZ_CP051611.1 plasmid",1,5775
"NZ_CP051612.1 plasmid",2,1907
"NZ_CP051613.1 plasmid",1,1808
"NZ_CP051614.1 plasmid",0,1549
"NZ_CP051616.1 plasmid",25,134872
"NZ_CP051617.1 plasmid",1,8554
"NZ_CP051618.1 plasmid",1,5631
"NZ_CP051619.1 plasmid",0,5167
"NZ_CP051620.1 plasmid",0,1549
"NZ_CP051644.1 plasmid",7,91820
"NZ_CP051645.1 plasmid",11,41252
"NZ_CP051646.1 plasmid",1,7385
"NZ_CP051647.1 plasmid",0,1983
"NZ_CP051648.1 plasmid",12,44854
"NZ_CP051653.1 plasmid",21,99009
"NZ_CP051654.1 plasmid",13,45063
"NZ_CP051655.1 plasmid",11,70650
"NZ_CP051656.1 plasmid",31,175089
"NZ_CP051660.1 plasmid",15,79548
"NZ_CP051662.1 plasmid",37,148312
"NZ_CP051664.1 plasmid",0,5167
"NZ_CP051665.1 plasmid",26,157396
"NZ_CP051678.1 plasmid",36,268465
"NZ_CP051679.1 plasmid",2,19319
"NZ_CP051681.1 plasmid",47,174538
"NZ_CP051683.1 plasmid",19,88030
"NZ_CP051686.1 plasmid",24,116582
"NZ_CP051687.1 plasmid",0,23116
"NZ_CP051689.1 plasmid",15,139635
"NZ_CP051690.1 plasmid",9,39292
"NZ_CP051691.1 plasmid",1,6216
"NZ_CP051695.1 plasmid",30,105394
"NZ_CP051696.1 plasmid",8,67142
"NZ_CP051697.1 plasmid",0,4067
"NZ_CP051699.1 plasmid",12,117034
"NZ_CP051701.1 plasmid",18,120617
"NZ_CP051702.1 plasmid",17,93339
"NZ_CP051704.1 plasmid",0,5153
"NZ_CP051705.1 plasmid",0,2337
"NZ_CP051707.1 plasmid",18,114026
"NZ_CP051708.1 plasmid",9,72961
"NZ_CP051709.1 plasmid",2,12301
"NZ_CP051710.1 plasmid",0,1549
"NZ_CP051712.1 plasmid",19,116892
"NZ_CP051713.1 plasmid",18,94616
"NZ_CP051715.1 plasmid",18,114224
"NZ_CP051717.1 plasmid",25,85236
"NZ_CP051718.1 plasmid",2,4727
"NZ_CP051720.1 plasmid",11,83503
"NZ_CP051721.1 plasmid",14,65217
"NZ_CP051722.1 plasmid",0,5153
"NZ_CP051723.1 plasmid",0,4072
"NZ_CP051724.1 plasmid",0,1538
"NZ_CP051726.1 plasmid",18,103780
"NZ_CP051728.1 plasmid",37,189717
"NZ_CP051729.1 plasmid",15,66467
"NZ_CP051730.1 plasmid",0,6758
"NZ_CP051731.1 plasmid",2,5902
"NZ_CP051732.1 plasmid",0,4660
"NZ_CP051734.1 plasmid",19,110400
"NZ_CP051736.1 plasmid",19,116897
"NZ_CP051737.1 plasmid",9,71625
"NZ_CP051739.1 plasmid",25,172627
"NZ_CP051740.1 plasmid",3,9703
"NZ_CP051741.1 plasmid",1,7939
"NZ_CP051742.1 plasmid",3,6265
"NZ_CP051743.1 plasmid",1,4802
"NZ_CP051745.1 plasmid",11,80332
"NZ_CP051746.1 plasmid",0,6754
"NZ_CP051747.1 plasmid",2,6320
"NZ_CP051748.1 plasmid",0,4082
"NZ_CP051750.1 plasmid",15,84296
"NZ_CP051752.1 plasmid",2,5892
"NZ_CP051755.1 plasmid",12,78882
"NZ_CP051756.1 plasmid",7,34634
"NZ_CP051757.1 plasmid",2,20671
"NZ_CP051758.1 plasmid",7,13674
"NZ_CP051759.1 plasmid",2,11514
"NZ_CP051760.1 plasmid",1,11304
"NZ_CP051761.1 plasmid",1,10963
"NZ_CP051762.1 plasmid",1,9996
"NZ_CP051763.1 plasmid",0,9792
"NZ_CP051764.1 plasmid",1,4566
"NZ_CP051850.1 plasmid",1,7472
"NZ_CP051851.1 plasmid",0,4980
"NZ_CP051852.1 plasmid",0,1005
"NZ_CP051859.1 plasmid",45,235425
"NZ_CP051863.1 plasmid",21,90089
"NZ_CP051864.1 plasmid",14,67097
"NZ_CP051865.1 plasmid",0,19853
"NZ_CP051867.1 plasmid",20,81353
"NZ_CP051868.1 plasmid",1,10662
"NZ_CP051870.1 plasmid",9,48239
"NZ_CP051871.1 plasmid",1,8495
"NZ_CP051872.1 plasmid",1,8215
"NZ_CP051873.1 plasmid",0,6619
"NZ_CP051874.1 plasmid",0,2697
"NZ_CP051876.1 plasmid",9,48239
"NZ_CP051877.1 plasmid",1,8495
"NZ_CP051878.1 plasmid",1,8215
"NZ_CP051879.1 plasmid",0,2697
"NZ_CP052037.1 plasmid",50,207560
"NZ_CP052066.1 plasmid",21,64761
"NZ_CP052067.1 plasmid",10,51922
"NZ_CP052069.1 plasmid",473,2000885
"NZ_CP052071.1 plasmid",471,2074832
"NZ_CP052073.1 plasmid",471,2074622
"NZ_CP052075.1 plasmid",471,2074757
"NZ_CP052077.1 plasmid",471,1981426
"NZ_CP052079.1 plasmid",470,1982075
"NZ_CP052081.1 plasmid",471,1981451
"NZ_CP052083.1 plasmid",471,1981451
"NZ_CP052085.1 plasmid",464,1975650
"NZ_CP052087.1 plasmid",464,1975963
"NZ_CP052089.1 plasmid",464,1974854
"NZ_CP052091.1 plasmid",477,2053896
"NZ_CP052093.1 plasmid",477,2053891
"NZ_CP052095.1 plasmid",477,2053891
"NZ_CP052097.1 plasmid",477,2053891
"NZ_CP052099.1 plasmid",477,2053891
"NZ_CP052101.1 plasmid",477,2053891
"NZ_CP052103.1 plasmid",472,2075688
"NZ_CP052105.1 plasmid",472,2075540
"NZ_CP052107.1 plasmid",472,2075635
"NZ_CP052109.1 plasmid",472,2075656
"NZ_CP052111.1 plasmid",491,2134027
"NZ_CP052113.1 plasmid",490,2134027
"NZ_CP052115.1 plasmid",472,2075660
"NZ_CP052117.1 plasmid",472,2075666
"NZ_CP052119.1 plasmid",472,2075489
"NZ_CP052121.1 plasmid",472,2075666
"NZ_CP052123.1 plasmid",471,1981451
"NZ_CP052125.1 plasmid",471,1981451
"NZ_CP052127.1 plasmid",464,1975651
"NZ_CP052129.1 plasmid",476,2051206
"NZ_CP052131.1 plasmid",464,1975962
"NZ_CP052134.1 plasmid",43,281656
"NZ_CP052758.1 plasmid",21,152586
"NZ_CP052760.1 plasmid",18,133551
"NZ_CP052762.1 plasmid",61,272742
"NZ_CP052763.1 plasmid",11,52578
"NZ_CP052865.1 plasmid",30,185112
"NZ_CP052866.1 plasmid",0,7606
"NZ_CP052868.1 plasmid",0,7338
"NZ_CP052871.1 plasmid",46,293138
"NZ_CP052872.1 plasmid",19,66249
"NZ_CP052873.1 plasmid",39,190697
"NZ_CP052874.1 plasmid",2,4667
"NZ_CP052875.1 plasmid",1,4995
"NZ_CP052878.1 plasmid",9,63878
"NZ_CP052879.1 plasmid",14,62933
"NZ_CP052880.1 plasmid",10,87627
"NZ_CP052881.1 plasmid",14,93854
"NZ_CP052937.1 plasmid",8,47090
"NZ_CP053017.1 plasmid",35,169824
"NZ_CP053018.1 plasmid",47,220791
"NZ_CP053019.1 plasmid",0,10060
"NZ_CP053020.1 plasmid",1,5596
"NZ_CP053022.1 plasmid",105,371560
"NZ_CP053023.1 plasmid",65,282770
"NZ_CP053024.1 plasmid",21,57270
"NZ_CP053036.1 plasmid",47,248660
"NZ_CP053037.1 plasmid",26,85168
"NZ_CP053038.1 plasmid",9,53270
"NZ_CP053039.1 plasmid",3,8312
"NZ_CP053040.1 plasmid",0,4167
"NZ_CP053041.1 plasmid",0,3301
"NZ_CP053043.1 plasmid",36,139490
"NZ_CP053046.1 plasmid",26,130643
"NZ_CP053047.1 plasmid",9,57105
"NZ_CP053049.1 plasmid",32,224991
"NZ_CP053050.1 plasmid",13,54008
"NZ_CP053052.1 plasmid",8,25682
"NZ_CP053053.1 plasmid",34,219745
"NZ_CP053054.1 plasmid",16,94046
"NZ_CP053076.1 plasmid",8,25664
"NZ_CP053077.1 plasmid",5,17257
"NZ_CP053078.1 plasmid",1,2992
"NZ_CP053081.1 plasmid",13,103328
"NZ_CP053082.1 plasmid",12,71222
"NZ_CP053083.1 plasmid",8,56716
"NZ_CP053094.1 plasmid",10,78514
"NZ_CP053095.1 plasmid",15,59366
"NZ_CP053099.1 plasmid",3,13409
"NZ_CP053100.1 plasmid",3,11302
"NZ_CP053104.1 plasmid",28,149802
"NZ_CP053105.1 plasmid",22,77651
"NZ_CP053106.1 plasmid",4,8382
"NZ_CP053182.1 plasmid",17,73942
"NZ_CP053184.1 plasmid",1,25960
"NZ_CP053186.1 plasmid",1,20736
"NZ_CP053191.1 plasmid",37,270915
"NZ_CP053192.1 plasmid",17,129016
"NZ_CP053193.1 plasmid",24,108277
"NZ_CP053194.1 plasmid",1,6851
"NZ_CP053206.2 plasmid",269,805040
"NZ_CP053207.2 plasmid",216,662289
"NZ_CP053208.2 plasmid",201,611070
"NZ_CP053209.2 plasmid",164,498418
"NZ_CP053212.1 plasmid",6,33308
"NZ_CP053213.1 plasmid",8,50638
"NZ_CP053216.1 plasmid",16,55394
"NZ_CP053217.1 plasmid",0,3968
"NZ_CP053219.1 plasmid",31,97161
"NZ_CP053220.1 plasmid",13,63650
"NZ_CP053221.1 plasmid",2,9613
"NZ_CP053224.2 plasmid",48,191418
"NZ_CP053225.1 plasmid",8,34461
"NZ_CP053226.1 plasmid",3,26288
"NZ_CP053230.1 plasmid",7,51398
"NZ_CP053232.1 plasmid",22,128584
"NZ_CP053233.1 plasmid",23,112229
"NZ_CP053235.1 plasmid",25,159399
"NZ_CP053236.1 plasmid",19,111501
"NZ_CP053237.1 plasmid",0,11467
"NZ_CP053238.1 plasmid",2,8138
"NZ_CP053239.1 plasmid",3,7618
"NZ_CP053240.1 plasmid",0,5689
"NZ_CP053241.1 plasmid",0,5237
"NZ_CP053242.1 plasmid",0,4067
"NZ_CP053243.1 plasmid",0,3863
"NZ_CP053244.1 plasmid",0,3131
"NZ_CP053246.1 plasmid",17,111831
"NZ_CP053248.1 plasmid",30,145015
"NZ_CP053249.1 plasmid",0,5168
"NZ_CP053250.1 plasmid",0,1538
"NZ_CP053257.1 plasmid",3,11054
"NZ_CP053282.1 plasmid",33,151546
"NZ_CP053283.1 plasmid",12,68199
"NZ_CP053285.1 plasmid",0,1549
"NZ_CP053290.1 plasmid",92,421688
"NZ_CP053297.1 plasmid",7,29585
"NZ_CP053298.1 plasmid",21,119964
"NZ_CP053303.1 plasmid",17,92661
"NZ_CP053305.1 plasmid",1,7883
"NZ_CP053306.1 plasmid",0,13585
"NZ_CP053307.1 plasmid",1,8793
"NZ_CP053308.1 plasmid",0,13701
"NZ_CP053310.1 plasmid",1,39452
"NZ_CP053311.1 plasmid",1,40395
"NZ_CP053316.1 plasmid",25,181705
"NZ_CP053338.1 plasmid",3,15102
"NZ_CP053339.1 plasmid",3,15825
"NZ_CP053340.1 plasmid",0,12380
"NZ_CP053341.1 plasmid",4,40656
"NZ_CP053342.1 plasmid",7,41380
"NZ_CP053345.1 plasmid",33,124450
"NZ_CP053347.1 plasmid",6,22113
"NZ_CP053354.1 plasmid",16,54059
"NZ_CP053355.1 plasmid",3,27057
"NZ_CP053359.1 plasmid",29,184664
"NZ_CP053360.1 plasmid",35,153286
"NZ_CP053361.1 plasmid",15,66546
"NZ_CP053362.1 plasmid",0,9294
"NZ_CP053363.1 plasmid",0,3511
"NZ_CP053365.1 plasmid",52,329160
"NZ_CP053366.1 plasmid",5,40446
"NZ_CP053367.1 plasmid",0,3404
"NZ_CP053368.1 plasmid",0,3036
"NZ_CP053372.1 plasmid",60,177911
"NZ_CP053373.1 plasmid",7,51686
"NZ_CP053375.1 plasmid",216,747151
"NZ_CP053379.1 plasmid",18,100934
"NZ_CP053380.1 plasmid",21,87789
"NZ_CP053393.1 plasmid",3,11054
"NZ_CP053395.1 plasmid",3,11054
"NZ_CP053397.1 plasmid",3,11054
"NZ_CP053436.1 plasmid",6,28440
"NZ_CP053438.1 plasmid",3,23098
"NZ_CP053440.1 plasmid",322,971705
"NZ_CP053441.1 plasmid",176,492830
"NZ_CP053442.1 plasmid",94,261950
"NZ_CP053443.1 plasmid",98,260097
"NZ_CP053444.1 plasmid",40,154225
"NZ_CP053445.1 plasmid",32,142731
"NZ_CP053453.1 plasmid",4,24691
"NZ_CP053469.1 plasmid",5,46251
"NZ_CP053470.1 plasmid",1,5856
"NZ_CP053471.1 plasmid",11,39913
"NZ_CP053472.1 plasmid",3,36134
"NZ_CP053473.1 plasmid",1,4065
"NZ_CP053474.1 plasmid",1,3732
"NZ_CP053475.1 plasmid",1,2509
"NZ_CP053476.1 plasmid",1,2353
"NZ_CP053483.1 plasmid",3,12118
"NZ_CP053484.1 plasmid",3,26592
"NZ_CP053485.1 plasmid",0,2180
"NZ_CP053542.1 plasmid",63,335672
"NZ_CP053545.1 plasmid",89,440465
"NZ_CP053546.1 plasmid",68,224889
"NZ_CP053547.1 plasmid",18,73237
"NZ_CP053548.1 plasmid",10,66312
"NZ_CP053550.1 plasmid",10,63872
"NZ_CP053551.1 plasmid",12,55555
"NZ_CP053552.1 plasmid",5,25671
"NZ_CP053554.1 plasmid",7,49405
"NZ_CP053558.1 plasmid",18,110633
"NZ_CP053563.1 plasmid",19,127662
"NZ_CP053565.1 plasmid",10,58089
"NZ_CP053566.1 plasmid",2,24228
"NZ_CP053567.1 plasmid",5,27393
"NZ_CP053569.1 plasmid",60,381054
"NZ_CP053570.1 plasmid",12,55609
"NZ_CP053574.1 plasmid",33,171562
"NZ_CP053575.1 plasmid",48,91378
"NZ_CP053576.1 plasmid",11,63301
"NZ_CP053577.1 plasmid",29,215249
"NZ_CP053578.1 plasmid",0,21243
"NZ_CP053580.1 plasmid",28,124247
"NZ_CP053591.1 plasmid",7,63637
"NZ_CP053593.1 plasmid",1,7606
"NZ_CP053598.1 plasmid",2,7718
"NZ_CP053606.1 plasmid",54,231547
"NZ_CP053608.1 plasmid",56,242042
"NZ_CP053612.1 plasmid",48,356237
"NZ_CP053613.1 plasmid",13,106922
"NZ_CP053629.1 plasmid",13,55801
"NZ_CP053631.1 plasmid",13,55803
"NZ_CP053633.1 plasmid",13,55798
"NZ_CP053635.1 plasmid",8,25430
"NZ_CP053637.1 plasmid",8,25430
"NZ_CP053638.1 plasmid",8,27018
"NZ_CP053641.1 plasmid",3,27268
"NZ_CP053644.1 plasmid",23,114699
"NZ_CP053645.1 plasmid",46,295898
"NZ_CP053646.1 plasmid",10,53096
"NZ_CP053647.1 plasmid",0,6364
"NZ_CP053648.1 plasmid",21,79223
"NZ_CP053650.1 plasmid",2,13693
"NZ_CP053651.1 plasmid",0,1853
"NZ_CP053657.2 plasmid",110,500306
"NZ_CP053658.2 plasmid",2,12588
"NZ_CP053663.1 plasmid",60,340412
"NZ_CP053667.1 plasmid",21,129090
"NZ_CP053668.1 plasmid",16,97666
"NZ_CP053669.1 plasmid",11,71962
"NZ_CP053670.1 plasmid",35,190180
"NZ_CP053672.2 plasmid",8,69239
"NZ_CP053673.2 plasmid",3,11744
"NZ_CP053674.2 plasmid",2,42612
"NZ_CP053692.1 plasmid",23,115924
"NZ_CP053693.1 plasmid",40,274120
"NZ_CP053694.1 plasmid",10,53096
"NZ_CP053695.1 plasmid",1,6364
"NZ_CP053696.1 plasmid",21,79223
"NZ_CP053699.1 plasmid",1,10810
"NZ_CP053700.1 plasmid",0,2766
"NZ_CP053701.1 plasmid",0,4819
"NZ_CP053709.1 plasmid",88,441110
"NZ_CP053710.1 plasmid",99,354209
"NZ_CP053711.1 plasmid",35,214302
"NZ_CP053712.1 plasmid",35,149789
"NZ_CP053713.1 plasmid",13,43488
"NZ_CP053714.1 plasmid",6,29845
"NZ_CP053715.1 plasmid",3,28800
"NZ_CP053721.1 plasmid",39,264177
"NZ_CP053722.1 plasmid",16,121655
"NZ_CP053724.1 plasmid",22,99734
"NZ_CP053725.1 plasmid",15,74817
"NZ_CP053726.1 plasmid",7,50481
"NZ_CP053727.1 plasmid",3,8197
"NZ_CP053728.1 plasmid",15,80920
"NZ_CP053729.1 plasmid",18,92076
"NZ_CP053732.1 plasmid",29,156025
"NZ_CP053733.1 plasmid",21,141846
"NZ_CP053734.1 plasmid",12,70770
"NZ_CP053735.1 plasmid",6,33309
"NZ_CP053737.1 plasmid",9,87125
"NZ_CP053738.1 plasmid",15,75733
"NZ_CP053739.1 plasmid",11,47220
"NZ_CP053740.1 plasmid",3,38002
"NZ_CP053741.1 plasmid",3,8176
"NZ_CP053742.1 plasmid",1,5238
"NZ_CP053743.1 plasmid",0,2046
"NZ_CP053752.1 plasmid",39,212834
"NZ_CP053753.1 plasmid",24,109437
"NZ_CP053754.1 plasmid",10,88060
"NZ_CP053755.1 plasmid",15,80217
"NZ_CP053756.1 plasmid",1,6015
"NZ_CP053757.1 plasmid",1,5219
"NZ_CP053758.1 plasmid",0,5114
"NZ_CP053759.1 plasmid",0,4082
"NZ_CP053760.1 plasmid",0,2672
"NZ_CP053761.1 plasmid",0,2089
"NZ_CP053762.1 plasmid",0,1549
"NZ_CP053763.1 plasmid",3,8401
"NZ_CP053766.1 plasmid",57,307718
"NZ_CP053767.1 plasmid",37,211810
"NZ_CP053768.1 plasmid",23,97846
"NZ_CP053769.1 plasmid",0,9730
"NZ_CP053770.1 plasmid",0,1702
"NZ_CP053772.1 plasmid",63,317680
"NZ_CP053773.1 plasmid",13,105455
"NZ_CP053774.1 plasmid",5,11154
"NZ_CP053775.1 plasmid",0,9730
"NZ_CP053776.1 plasmid",7,8811
"NZ_CP053777.1 plasmid",2,8051
"NZ_CP053778.1 plasmid",3,6030
"NZ_CP053779.1 plasmid",1,5850
"NZ_CP053780.1 plasmid",2,4167
"NZ_CP053782.1 plasmid",16,109462
"NZ_CP053783.1 plasmid",1,5434
"NZ_CP053784.1 plasmid",0,5202
"NZ_CP053786.1 plasmid",16,108661
"NZ_CP053788.1 plasmid",16,108661
"NZ_CP053791.1 plasmid",0,5489
"NZ_CP053793.1 plasmid",0,4146
"NZ_CP053812.1 plasmid",30,306484
"NZ_CP053815.1 plasmid",30,306481
"NZ_CP053818.1 plasmid",6,79397
"NZ_CP053819.1 plasmid",7,80721
"NZ_CP053824.1 plasmid",7,80726
"NZ_CP053829.1 plasmid",1,4413
"NZ_CP053834.1 plasmid",41,189043
"NZ_CP053838.1 plasmid",21,140289
"NZ_CP053843.1 plasmid",3,38879
"NZ_CP053846.1 plasmid",3,35371
"NZ_CP053847.1 plasmid",0,7822
"NZ_CP053858.1 plasmid",155,486984
"NZ_CP053861.1 plasmid",4,26630
"NZ_CP053863.1 plasmid",53,222711
"NZ_CP053864.1 plasmid",28,111001
"NZ_CP053866.1 plasmid",17,93842
"NZ_CP053867.1 plasmid",9,86908
"NZ_CP053868.1 plasmid",9,86908
"NZ_CP053869.1 plasmid",5,8688
"NZ_CP053871.1 plasmid",17,95180
"NZ_CP053872.1 plasmid",9,86908
"NZ_CP053873.1 plasmid",9,86908
"NZ_CP053874.1 plasmid",5,8688
"NZ_CP053876.1 plasmid",37,183589
"NZ_CP053877.1 plasmid",0,10060
"NZ_CP053878.1 plasmid",1,5596
"NZ_CP053895.1 plasmid",21,102319
"NZ_CP053897.1 plasmid",33,135614
"NZ_CP053905.1 plasmid",9,101478
"NZ_CP053906.1 plasmid",8,93613
"NZ_CP053907.1 plasmid",7,89411
"NZ_CP053909.1 plasmid",14,141380
"NZ_CP053910.1 plasmid",7,67092
"NZ_CP053911.1 plasmid",6,65077
"NZ_CP053913.1 plasmid",7,32876
"NZ_CP053914.1 plasmid",0,5669
"NZ_CP053924.1 plasmid",9,70783
"NZ_CP053926.1 plasmid",18,139857
"NZ_CP053930.1 plasmid",35,211003
"NZ_CP053932.1 plasmid",1,14781
"NZ_CP053933.1 plasmid",9,56203
"NZ_CP053935.1 plasmid",0,7243
"NZ_CP053936.1 plasmid",9,56203
"NZ_CP053937.1 plasmid",12,77112
"NZ_CP053942.1 plasmid",53,247617
"NZ_CP053943.1 plasmid",26,155204
"NZ_CP053948.1 plasmid",43,165730
"NZ_CP053949.1 plasmid",114,480092
"NZ_CP053950.1 plasmid",67,328123
"NZ_CP053952.1 plasmid",114,480092
"NZ_CP053953.1 plasmid",67,328123
"NZ_CP053956.1 plasmid",5,34163
"NZ_CP053958.1 plasmid",1,19717
"NZ_CP053959.1 plasmid",0,2390
"NZ_CP053960.1 plasmid",0,1180
"NZ_CP053961.1 plasmid",8,85879
"NZ_CP053962.1 plasmid",48,238933
"NZ_CP053963.1 plasmid",42,282009
"NZ_CP053964.1 plasmid",7,42470
"NZ_CP053966.1 plasmid",12,61863
"NZ_CP053967.1 plasmid",2,9797
"NZ_CP053968.1 plasmid",1,4688
"NZ_CP053969.1 plasmid",1,16147
"NZ_CP053970.1 plasmid",24,350092
"NZ_CP053971.1 plasmid",45,235425
"NZ_CP053973.1 plasmid",17,166759
"NZ_CP053974.1 plasmid",2,11335
"NZ_CP053975.1 plasmid",0,6677
"NZ_CP053976.1 plasmid",0,5136
"NZ_CP053977.1 plasmid",15,82340
"NZ_CP053978.1 plasmid",10,69863
"NZ_CP053979.1 plasmid",24,349601
"NZ_CP053982.1 plasmid",11,55939
"NZ_CP053984.1 plasmid",31,91397
"NZ_CP053990.1 plasmid",11,51528
"NZ_CP053992.1 plasmid",50,312478
"NZ_CP053993.1 plasmid",0,7300
"NZ_CP053994.1 plasmid",50,312478
"NZ_CP053995.1 plasmid",0,7300
"NZ_CP053996.1 plasmid",11,51531
"NZ_CP054001.1 plasmid",6,51017
"NZ_CP054002.1 plasmid",11,91764
"NZ_CP054004.1 plasmid",0,2783
"NZ_CP054005.1 plasmid",5,25845
"NZ_CP054007.1 plasmid",4,20361
"NZ_CP054008.1 plasmid",8,30849
"NZ_CP054009.1 plasmid",1,6056
"NZ_CP054016.1 plasmid",14,42569
"NZ_CP054022.1 plasmid",356,1125166
"NZ_CP054023.1 plasmid",167,457341
"NZ_CP054024.1 plasmid",112,313895
"NZ_CP054025.1 plasmid",118,313498
"NZ_CP054026.1 plasmid",107,292765
"NZ_CP054028.1 plasmid",550,1610741
"NZ_CP054029.1 plasmid",174,515224
"NZ_CP054030.1 plasmid",88,283207
"NZ_CP054032.1 plasmid",389,1207524
"NZ_CP054033.1 plasmid",203,575483
"NZ_CP054034.1 plasmid",107,285018
"NZ_CP054035.1 plasmid",112,311264
"NZ_CP054036.1 plasmid",97,273570
"NZ_CP054046.1 plasmid",16,124188
"NZ_CP054047.1 plasmid",9,79154
"NZ_CP054057.1 plasmid",24,142760
"NZ_CP054061.1 plasmid",5,36669
"NZ_CP054062.1 plasmid",1,3950
"NZ_CP054064.1 plasmid",51,211588
"NZ_CP054130.1 plasmid",9,46161
"NZ_CP054131.1 plasmid",17,59374
"NZ_CP054132.1 plasmid",0,3692
"NZ_CP054133.1 plasmid",0,2959
"NZ_CP054138.1 plasmid",28,206931
"NZ_CP054144.1 plasmid",10,42722
"NZ_CP054145.1 plasmid",0,15571
"NZ_CP054148.1 plasmid",38,218909
"NZ_CP054149.1 plasmid",31,135032
"NZ_CP054152.1 plasmid",61,178559
"NZ_CP054154.1 plasmid",20,138497
"NZ_CP054155.1 plasmid",3,57714
"NZ_CP054156.1 plasmid",0,3225
"NZ_CP054162.1 plasmid",3,6222
"NZ_CP054163.1 plasmid",0,2519
